ChIJdSPFzlH99IgRr73b8Sst7tw,Hilton Garden Inn Atlanta Airport North,33.6611368,-84.4313284,(404) 477-6600,3437 Bobby Brown Pkwy  ,East Point,30344,GA,United States
ChIJj_oOyTEd9YgRo7qqEeWtefs,Visionary Homes  LLC,33.7041857,-84.4457087,(470) 219-8250,2357 Bayrose Cir   ,East Point,30344,GA,United States
ChIJU0QOsFMd9YgRBrQ1EaQKM0s,Easy Property Management LLC,33.6794409,-84.4416186,(404) 768-4165,1612 W Cleveland Ave  ,East Point,30344,GA,United States
ChIJU6DMr1Md9YgRu3gLWhsOOG0,East Point Tower,33.6795045,-84.4415836,(404) 580-2795,1612 W Cleveland Ave  ,East Point,30344,GA,United States
ChIJd3Z4g07i9IgRbokYgrqtV-c,Regency Inn,33.6353576,-84.4940041,(404) 762-5555,4427 S Commerce Dr  ,East Point,30344,GA,United States
ChIJaavq81T99IgRNZ-cjKZxzXs,Caribbean Services,33.667579,-84.4360559,(404) 768-7100,1454 Willingham Dr   ,East Point,30344,GA,United States
ChIJb_MG80Ed9YgRxONZmpe-OQw,Barbara J Alexander Realty Co,33.6897013,-84.4582273,(404) 626-8567,2125 Headland Dr   ,East Point,30344,GA,United States
ChIJi5v9bVYd9YgRuf-3mriTQu8,Home Savers Network LLC,33.6736434,-84.4440555,(404) 734-2593,2995 E Point St  ,East Point,30344,GA,United States
ChIJu_fgH2vi9IgRKgDZWxTW0mE,Courtyard Atlanta Airport West,33.6548993,-84.4997504,(404) 344-4414,3400 Creek Pointe Ave  ,East Point,30344,GA,United States
ChIJVeSfxGri9IgRRQBliCqmLaM,Hampton Inn & Suites Atlanta Airport West/Camp Creek Pkwy,33.6540436,-84.5002083,(404) 344-4474,3450 Creek Pointe Way  ,East Point,30344,GA,United States
ChIJ_10GXjcd9YgRrMWfeGIMkc8,Strong Enterprises,33.6986086,-84.4482781,(404) 684-1500,2046 Stanton Rd   ,East Point,30344,GA,United States
ChIJFcjtgV8d9YgRUhkGg4b3KXg,Advantage One Realty Inc,33.6725739,-84.4566255,(404) 766-6612,3028 Washington Rd   ,East Point,30344,GA,United States
ChIJ8caruUXi9IgRfrhMNJemoOE,Saddlebrook Apartments,33.6401797,-84.4912461,(404) 559-0970,4171 Washington Rd   ,East Point,30344,GA,United States
ChIJZac7h1Ed9YgRn4HmdJ79v5U,RBS Realty,33.680607,-84.443635,(404) 850-9899,2741 Church St   ,East Point,30344,GA,United States
ChIJM8e1dVMd9YgRin-gSmS9HDQ,Surpass Realty,33.6717923,-84.4432865,(404) 559-0040,3065 Main St   ,East Point,30344,GA,United States
ChIJJ-NXiU399IgRbz4tnHt39mQ,3 Palms Atlanta Airport North,33.6600631,-84.4355771,(404) 768-7800,1419 Virginia Ave   ,College Park,30337,GA,United States
ChIJuzNq7LHi9IgR4ZOhf0XKF0s,Azar & Co,33.659574,-84.444434,(404) 763-0002,1695 Virginia Ave   ,College Park,30337,GA,United States
ChIJWUd6Ebfi9IgRumj0UueV64Q,Hotel Indigo Atlanta Airport - College Park,33.6530909,-84.4472755,(404) 767-8881,1776 Harvard Ave   ,College Park,30337,GA,United States
ChIJLabvo0z99IgRHxcnIFv0V9U,Atlanta Fly Inn,33.6551866,-84.4371466,(404) 518-4017,3662 Princeton Ave   ,College Park,30337,GA,United States
ChIJkyXMgtji9IgRynu6qiSgUZM,Holiday Inn Atlanta Airport South,33.627724,-84.452034,(404) 763-8800,4669 Airport Blvd   ,College Park,30337,GA,United States
ChIJjyV9OCHj9IgRlzeiZ14pyvI,Microtel Inn & Suites by Wyndham Atlanta Airport,33.6233826,-84.4553588,(770) 994-3003,4839 Massachusetts Blvd   ,College Park,30337,GA,United States
ChIJNdR7JcLi9IgRXbtHwfzql-M,SpringHill Suites Atlanta Airport Gateway,33.643837,-84.457115,(770) 907-8880,2091 Convention Center Concourse  ,College Park,30337,GA,United States
ChIJi7_8jCbj9IgRJxs0bGtHs-g,Laquinta Inn And Suites,33.623281,-84.4518734,,1879 Hyannis Ct   ,College Park,30337,GA,United States
ChIJZ9TXOATj9IgRQPn6M_vcXtQ,Eayrs Properties,33.6231219,-84.4731477,(404) 762-5732,4854 Old National Hwy  ,College Park,30337,GA,United States
ChIJLf9bKSDj9IgRgkZDFLRJg78,Boxer Property,33.6260779,-84.4586913,(404) 688-7368,4751 Best Rd   ,College Park,30337,GA,United States
ChIJcwHFdyfj9IgRoRQveyQeFBA,Hampton Inn Atlanta-Airport,33.626382,-84.4508635,(770) 996-2220,1888 Sullivan Rd   ,College Park,30337,GA,United States
ChIJ4WmObSfj9IgR7SYKTTGLLkI,Hyatt Place Atlanta Airport-South,33.627166,-84.452681,(770) 994-2997,1899 Sullivan Rd   ,College Park,30337,GA,United States
ChIJzYybLCHj9IgRxttlg4i3JZs,Super 8 College Park/Atlanta Airport,33.6245353,-84.4541612,(770) 991-8985,2010 Sullivan Rd   ,College Park,30337,GA,United States
ChIJJcIyOyHj9IgRND5iPi6ijBs,Fairfield Inn & Suites Atlanta Airport South/Sullivan Road,33.624009,-84.455517,(770) 994-3666,2020 Sullivan Rd   ,College Park,30337,GA,United States
ChIJj8-iCyHj9IgRPTK9DfcLmHw,Courtyard Atlanta Airport South/Sullivan Road,33.624126,-84.456404,(770) 997-2220,2050 Sullivan Rd   ,College Park,30337,GA,United States
ChIJkwcLhY_i9IgRUpC9q_XuQ80,ATL Real Estate TV,33.66171,-84.4716386,(404) 468-2361,3444 Herschel Rd   ,College Park,30337,GA,United States
ChIJ-2jv4N3i9IgRO15U6bZyH6A,Cambria Suites,33.6337946,-84.4586715,(678) 228-0248,4475 Best Rd   ,College Park,30337,GA,United States
ChIJTcnwBd7i9IgRBdMt19FVc9U,Days Inn College Park Airport Best Road,33.6325888,-84.4586702,(404) 767-1224,4505 Best Rd   ,College Park,30337,GA,United States
ChIJW6-E0t_i9IgRNU8CN079VD8,Holiday Inn Express Atlanta Airport-College Park,33.6303431,-84.4585506,(404) 761-6500,4601 Best Rd   ,College Park,30337,GA,United States
ChIJ6fonTyfj9IgRTCyZPx6MMnY,Sleep Inn Airport,33.6265509,-84.4538179,(770) 996-6100,1911 Sullivan Rd.   ,College Park,30337,GA,United States
ChIJPQCmDKzi9IgRotUKO7HMMl4,Mama,33.665832,-84.442251,,1629 Academy Square   ,College Park,30337,GA,United States
ChIJ85eera_i9IgRwORMtTVrgKU,Bauhaus Design Build,33.663141,-84.4465122,(404) 530-0023,3391 Main St   ,College Park,30337,GA,United States
ChIJoYVu6rni9IgRBrlHAwsxRFg,Club e Atlanta,33.6540298,-84.4496919,(678) 515-1720,3707 Main St   ,College Park,30337,GA,United States
ChIJB14XRlgP9YgRVLA-qe--14Q,Greyson Consulting Services,33.8481776,-84.3658981,(855) 514-6773,3379 Peachtree Rd NE,Atlanta,30326,GA,United States
ChIJX7cvYcOn9YgRmsvGZRVxuwQ,Carmel Highlands,33.8537337,-84.2439796,(678) 232-4015,3562 Habersham at Northlake Rd ,Tucker,30084,GA,United States
ChIJpw4uZsOn9YgRot3ZtagcdDQ,Oracle Real Estate Services LLC,33.8537444,-84.2443047,(770) 270-4975,3544 Habersham at Northlake Rd ,Tucker,30084,GA,United States
ChIJFQNbqt-n9YgRgm2tuXGlZPo,Comfort Suites Northlake,33.84375,-84.246476,(770) 496-1070,2060 Crescent Center Tucker N Dr,Tucker,30084,GA,United States
ChIJ357K9BKo9YgRhZ7VwBP2VTE,Americas Best Value Inn,33.8287312,-84.2513402,(770) 491-8778,1600 Crescent Centre Blvd  ,Tucker,30084,GA,United States
ChIJXdPquHSo9YgRYVGdusSeVlo,Studio 6 Atlanta - Crescent,33.836581,-84.2472392,(770) 934-4040,1795 Crescent Centre Blvd  ,Tucker,30084,GA,United States
ChIJYYGu6nSo9YgRdz5BTF1lAf0,Resource Real Estate,33.8379574,-84.246992,(770) 674-2576,100 Crescent Centre Pkwy  ,Tucker,30084,GA,United States
ChIJYVXDjA2o9YgRKfyeWEQTH5g,Red Carpet Inn International,33.8311521,-84.2532058,(770) 938-5966,1726 Montreal Cir   ,Tucker,30084,GA,United States
ChIJTzGpAQyo9YgRNasHiVf84fg,Jellico Realty,33.8358646,-84.2542407,(404) 661-2529,1800 Montreal Cir   ,Tucker,30084,GA,United States
ChIJ9UuaI2-o9YgRauLjzJMyZVE,Hampton Properties,33.8251621,-84.2405898,(770) 938-1577,3623 Marlborough Dr   ,Tucker,30084,GA,United States
ChIJC3gMDhGo9YgR-M2KglyQz30,Motel 6 Atlanta N.E.,33.8269195,-84.2557193,(770) 496-1311,2810 Lawrenceville Hwy   ,Tucker,30084,GA,United States
ChIJbYfalBKo9YgRp4Phi0QnQZI,Knights Inn Atlanta East,33.8289241,-84.2502544,(770) 934-5060,2942 Lawrenceville Hwy   ,Tucker,30084,GA,United States
ChIJ2Q-hOXGo9YgR7KZKcwxQQ1E,Strickland Realty Co,33.834408,-84.2421339,(770) 934-4848,3217 Lawrenceville Hwy   ,Tucker,30084,GA,United States
ChIJd8tzRXio9YgRrb9psTd-gvI,3377-3385 Lawrenceville Hwy  LLC,33.8379629,-84.2367847,(404) 861-1357,3385 Lawrenceville Hwy   ,Tucker,30084,GA,United States
ChIJm83yqHio9YgR7zLK8T95ri8,Premier Realty,33.8409156,-84.2337428,(770) 934-0900,3489 Lawrenceville Hwy   ,Tucker,30084,GA,United States
ChIJ_QGgbtyn9YgRGajQkSmomTk,Diversified Brokers Services,33.848695,-84.243765,(770) 414-9668,2191 Northlake Pkwy   ,Tucker,30084,GA,United States
ChIJP-7Xedin9YgRPyYQbiSEnzc,Neel & Robinson LLC,33.841059,-84.2404596,(404) 705-7961,1979 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJh4qVbtyn9YgRmeV3ZGNxEYI,Silas Frazier Realty,33.8492108,-84.2430138,(678) 937-0823,2193 Northlake Pkwy   ,Tucker,30084,GA,United States
ChIJ-eI1ZNyn9YgR0XHv2j516ZU,Agent Jennifer Walker/ World Renow Brokers,33.8487856,-84.244504,(678) 907-7253,2193 Northlake Pkwy   ,Tucker,30084,GA,United States
ChIJxz5E9Nyn9YgR6mSeamNl9ZI,American Motel Management,33.8495137,-84.2455154,(770) 939-1801,2200 Northlake Pkwy   ,Tucker,30084,GA,United States
ChIJCUAXCtin9YgRHlq6gABtuJ8,Andre L. Allen - Keller Williams Real Estate Agent Atlanta GA,33.840772,-84.239451,(404) 939-3731,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgRypkL93bXCl0,Chris Rollins - Keller Williams Real Estate Agent,33.8405456,-84.239519,(404) 981-1328,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJ_RsP3neo9YgRIBGxnnnV818,Rita Cox - Keller Williams Real Estate Agent Tucker Ga,33.8405762,-84.2395336,(678) 467-1229,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgRgpFgXgdeTv8,Eleanor Patrick - Keller Williams Real Estate Agent,33.8405762,-84.2395336,(678) 252-2904,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgRXiPUMalp4yo,True Visions Team,33.8405762,-84.2395336,(678) 252-1999,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgRjmNz2_4_VBQ,Atlanta Georgia Home Realtor,33.8405762,-84.2395336,(678) 252-1906,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgR6hIUahJxwDw,Allaro Realty Team,33.8405762,-84.2395336,(404) 969-2730,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgR9aoP3aGCl40,Keller Williams: The Integrity Realty Group,33.8405762,-84.2395336,(404) 379-4899,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgR9w1RMJiuzDo,Jack Logan - Keller Williams Real Estate Agent Tucker GA,33.8405762,-84.2395336,(404) 357-2524,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJj7BemXeo9YgRw8-BLupZGNk,United Heritage Realty Inc,33.8382938,-84.2393881,(678) 382-0441,1926 Northlake Pkwy   ,Tucker,30084,GA,United States
ChIJ13v_Eie69YgRBSymrub3Wr8,William Adams Snellville Realtor / Keller Williams Realty,33.8405762,-84.2395336,(678) 725-2695,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJsbm2Ctin9YgRdAzAz7QtqPE,The Storey Team,33.8405762,-84.2395336,(678) 252-1919,1957 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJP-7Xedin9YgRHc9TaP7st0E,Laing Properties,33.841059,-84.2404596,(770) 496-1161,1979 Lakeside Pkwy   ,Tucker,30084,GA,United States
ChIJJ1ctxN6n9YgRSKclJaNuSjU,Days Inn & Suites Tucker/Northlake,33.8446841,-84.2439121,(770) 270-9009,2081 Northlake Pkwy   ,Tucker,30084,GA,United States
ChIJUapL_TCm9YgRxqW-itl2aOA,Merch Realty,33.8545006,-84.2199039,(770) 493-6133,4915 Lavista Rd   ,Tucker,30084,GA,United States
ChIJnUdMjQeo9YgRUI5Ko4rBajo,RBM Consulting Group,33.8411308,-84.2608575,(404) 248-9915,3778 Lavista Rd   ,Tucker,30084,GA,United States
ChIJz25Fdgeo9YgRfiAAcxubyJA,Residential Enhancements,33.841382,-84.261965,(678) 381-8831,3754 Lavista Rd   ,Tucker,30084,GA,United States
ChIJv3dBLuGn9YgRjeZAYy07Wh8,Better Homes and Gardens Real Estate Metro Brokers,33.844012,-84.252224,(404) 843-2500,4073 Lavista Rd   ,Tucker,30084,GA,United States
ChIJpQf5peGn9YgRnrFAsYvw1-A,Atlanta Real Estate - Kyle Eaves  REALTOR®,33.8437003,-84.2522568,(770) 698-5447,4073 Lavista Rd   ,Tucker,30084,GA,United States
ChIJg-G8KeGn9YgR42SxU2akEf0,BHGRE Metro Brokers - Jennifer McClue,33.8442309,-84.2533846,(404) 843-8500,4073 Lavista Rd   ,Tucker,30084,GA,United States
ChIJJx0NBeGn9YgR0aIIJ5jGjag,Metrobrokers - Linda Holder,33.8442343,-84.2533847,(770) 648-1334,4073 Lavista Rd   ,Tucker,30084,GA,United States
ChIJCevtwhOo9YgRNLwSinBbJiM,Masters Inn,33.8261738,-84.2534004,(770) 938-3552,1435 Montreal Rd E  ,Tucker,30084,GA,United States
ChIJL7QHvWqo9YgR03ZRzOi_cCs,Triangle Realty Inc,33.8198272,-84.2477738,(770) 723-0400,1191 Montreal Rd   ,Tucker,30084,GA,United States
ChIJuVsxfOCn9YgR9Siaz2yd2u8,Green Park Apartments,33.843747,-84.250713,(770) 724-5006,2037 Weems Rd   ,Tucker,30084,GA,United States
ChIJ2dOclCam9YgRj0z_FJwAu00,REOSouth  Inc.,33.8437944,-84.2135766,(770) 493-6662,2052 Idlewood Rd   ,Tucker,30084,GA,United States
ChIJ8065uuOn9YgRk_3TGUnnI-0,Dovetail Homes,33.8433558,-84.2558604,(404) 228-9267,3939 Lavista Rd   ,Tucker,30084,GA,United States
ChIJO_Uo--Cn9YgRYJmjnixOoI4,Courtyard Atlanta Northlake,33.844726,-84.25123,(770) 938-1200,4083 Lavista Rd   ,Tucker,30084,GA,United States
ChIJ8b-gVuen9YgR2fn4BDep4qM,DoubleTree by Hilton Hotel Atlanta - Northlake,33.847456,-84.24856,(770) 938-1026,4156 Lavista Rd   ,Tucker,30084,GA,United States
ChIJ68MA3DOm9YgRHpuZ3OEafSI,KINETIC REALTY,33.854888,-84.222956,(678) 333-5457,4842 Lavista Rd   ,Tucker,30084,GA,United States
ChIJd5b7Lban9YgRoPatIETHwOs,New Continental Property LLC,33.8633698,-84.2354405,(770) 493-4426,2630 Henderson Ridge Dr  ,Tucker,30084,GA,United States
ChIJ5ZEEDzum9YgRuZVfPpLYrXk,Sacre Realty,33.8529276,-84.213901,(678) 578-2832,2321 Main St   ,Tucker,30084,GA,United States
ChIJn6clUzCm9YgRJxm8-705uZc,Reosouth,33.8532029,-84.2199235,(770) 493-6662,4119 Adrian St   ,Tucker,30084,GA,United States
ChIJHdUdmwuo9YgR_Y66f-005EM,Jellico,33.836531,-84.25207,(770) 939-2955,3350 Montreal Station   ,Tucker,30084,GA,United States
ChIJVzLUERYH9YgR6eoHMurzORM,Mills Creek Crossing Apartment Home,33.7943359,-84.2556298,(678) 384-8939,3175 Mills Creek Circle  ,Scottdale,30079,GA,United States
ChIJj24RjtWp9YgRH6V0j_TkU_k,Northland Co Inc,33.7939609,-84.2693139,(404) 298-5445,3016 N Decatur Rd  ,Scottdale,30079,GA,United States
ChIJA2sZLNep9YgRjbVEw8Y9Ltw,Old Mill Antiques and Estate Sales,33.7886078,-84.2649383,(404) 547-8400,3240 E Ponce de Leon Ave,Scottdale,30079,GA,United States
ChIJtXp978mp9YgRKNEkXDnoLXQ,Homes In Atlanta Realty,33.792033,-84.250171,(404) 865-1244,3384 Lantern View Ln  ,Scottdale,30079,GA,United States
ChIJkxuqhlr99IgRqjW6PSJyPrQ,Staybridge Suites Atlanta Airport,33.6622486,-84.4277215,(404) 305-9930,3420 Norman Berry Dr  ,Hapeville,30354,GA,United States
ChIJZ-Db-k_99IgRSI5aXOlD4X4,KGE Associates,33.6622603,-84.4277243,,3420 Norman Berry Dr  ,Hapeville,30354,GA,United States
ChIJ2067YVv99IgRjLYBYyQQDS4,Courtyard Atlanta Airport North/Virginia Avenue,33.6621637,-84.423843,(404) 559-1043,3399 International Blvd   ,Hapeville,30354,GA,United States
ChIJH0-7YVv99IgRvxQ9zkK2IaQ,Residence Inn Atlanta Airport North/Virginia Avenue,33.6612332,-84.4243503,(404) 761-0511,3401 International Blvd   ,Hapeville,30354,GA,United States
ChIJd0OMCHb99IgRGm3xCfIPEFI,Best Western Plus Atlanta Airport-East,33.6541974,-84.3971872,(404) 763-8777,301 N Central Ave  ,Hapeville,30354,GA,United States
ChIJ7a2FfmX99IgR9B-h9gPoXek,Cranford & Cranford Realtors,33.6591888,-84.4092204,(404) 766-6223,617 N Central Ave  ,Hapeville,30354,GA,United States
ChIJvyEEgmX99IgR0ve26-Zavj4,Weichert  Realtors The Piedmont Sky Group,33.659524,-84.409409,(404) 975-0717,631 N Central Ave  ,Hapeville,30354,GA,United States
ChIJua3HR2b99IgRpFHiNNu6C2g,Airport Mortuary,33.660867,-84.413911,,744 S Central Ave  ,Hapeville,30354,GA,United States
ChIJkdeuqGf99IgR84xD9izCR8I,Norton & Associates Inc,33.661884,-84.415274,(404) 768-8341,790 S Central Ave  ,Hapeville,30354,GA,United States
ChIJse6aCm_99IgRn_ABsDlvtn4,Maison La Vigne,33.6576982,-84.409555,(404) 754-5137,3532 S Fulton Ave  ,Hapeville,30354,GA,United States
ChIJ4aAtq-AI9YgR_SEibrw8tYI,No Vacancy Atlanta Home Staging,33.905256,-84.253645,(404) 218-7030,3402 Oakcliff Rd   ,Doraville,30340,GA,United States
ChIJlflSrnKn9YgR7lOl6dn4sDY,Peachtree Inn & Suites,33.8966175,-84.2496726,(770) 934-2770,4275 Northeast Expy   ,Doraville,30340,GA,United States
ChIJnxvLcBOn9YgR4uUGQ2udBrw,Lodge Atlanta,33.9012358,-84.2468494,(770) 448-2535,4422 Northeast Expy   ,Doraville,30340,GA,United States
ChIJe7W8pjyn9YgRcBHlmYUv15k,Prologis,33.91265,-84.2393561,(770) 798-9772,6875 Best Friend Rd  ,Doraville,30340,GA,United States
ChIJaeGlCtAJ9YgRTlZeyzq6EQo,Halpern Enterprises,33.8954937,-84.2814526,(770) 451-0318,5269 Buford Hwy NE  ,Doraville,30340,GA,United States
ChIJ_TegSdoJ9YgRolYmKZ1PTZA,Concord Place,33.9001702,-84.2764759,(770) 458-0995,5441 Buford Hwy NE  ,Doraville,30340,GA,United States
ChIJ5XDZM2Cn9YgRzWISzpSavlY,Medicare Accessories Rental,33.9064371,-84.2692179,(770) 458-4545,5705 Buford Hwy NE  ,Doraville,30340,GA,United States
ChIJESLr6USn9YgRoaAjXFDD1kA,Town & Country Apartments,33.9150875,-84.2594106,(770) 840-0747,4260 English Oak Dr  ,Doraville,30340,GA,United States
ChIJZa7dDFqn9YgRUAab3Ev45fg,Cornerstone Apartment Homes,33.9207184,-84.269533,(770) 441-1718,2100 Winters Park Dr  ,Doraville,30360,GA,United States
ChIJx7lo4SkI9YgRKPyoy3CnkIE,Williams Adair Realty,33.8804179,-84.2700475,(770) 451-0821,3125 Presidential Pkwy   ,Doraville,30340,GA,United States
ChIJX84IWYCn9YgRV_hrb-MjXr8,Future Realty,33.88417,-84.267425,(404) 467-2170,3701 Presidential Pkwy   ,Doraville,30340,GA,United States
ChIJ5y2rJdgJ9YgRsUUZHM-Ay00,Amerihomes Properties LLC,33.8983763,-84.2716834,(770) 936-9951,2830 Clearview Pl   ,Doraville,30340,GA,United States
ChIJ32bv0mun9YgRcEGQSIylfpU,Virtually Staging Properties,33.905207,-84.253683,(404) 949-9797,B-3402 Oakcliff Rd   ,Doraville,30340,GA,United States
ChIJCeCYpWGn9YgREYvbYRZul0U,Foxwood Apartments,33.9042875,-84.2671684,(404) 984-8377,3852 McElroy Rd   ,Doraville,30340,GA,United States
ChIJ2fI_FQOn9YgRuOd17I0-ElA,Landmark at Banyan Bay Apartments,33.894354,-84.231661,(770) 285-0040,3497 Meadowglen Village Lane  ,Doraville,30340,GA,United States
ChIJy_u4uTGn9YgRQQbfm3zbnRs,Prologis,33.921931,-84.240503,(770) 849-9614,2500 Weaver Way   ,Doraville,30340,GA,United States
ChIJaUslL2QH9YgRwxMyL6sNoqg,Hampton Inn,33.7823016,-84.2784173,,250 N Arcadia Ave  ,Decatur,30030,GA,United States
ChIJ45o6AxYH9YgRxd7SsFphuxA,Courtyard by Marriott Atlanta Decatur Downtown/Emory,33.776809,-84.296951,(404) 371-0204,130 Clairemont Ave   ,Decatur,30030,GA,United States
ChIJ8-dz97wA9YgRoEc7Xf6KrC4,Funky Estates - We Buy Houses in Atlanta,33.734938,-84.2829899,(404) 468-7442,2615 Northview Ave   ,Decatur,30032,GA,United States
ChIJqcnaWiMH9YgRF8KU9N5rTsM,Park Trace Apartments,33.7717699,-84.3026096,(404) 371-0887,700 Atlanta Ave   ,Decatur,30030,GA,United States
ChIJTy7vdRoH9YgRmR9qGb0dT7s,Tillie's Properties,33.7837926,-84.3018712,(404) 355-9637,703 Clairemont Ave   ,Decatur,30030,GA,United States
ChIJRSuCcVwH9YgR8AmgDjfJe6M,Village Realty Group LLC,33.7706295,-84.2769498,(404) 534-2214,2759 Royal Bluff   ,Decatur,30030,GA,United States
ChIJ92pfbu8H9YgRHd8W22HccZs,Murphy Business & Financial Corporation of Decatur,33.830704,-84.283998,(404) 486-0350,1664 Colebrook Cir   ,Decatur,30033,GA,United States
ChIJB-VlXuEG9YgRAZf8ELNQoQw,Pairadox Properties Inc,33.782698,-84.3161996,(404) 377-8547,1792 Vickers Cir   ,Decatur,30030,GA,United States
ChIJ0_3ozi6r9YgRUMB9Euehyys,Dynamic Real Estate Group Inc,33.669114,-84.222167,(770) 557-1941,3831 Valpariso Cir   ,Decatur,30034,GA,United States
ChIJsZ3qxqir9YgRvo2BzelD4GU,Super Inn,33.710741,-84.218898,(404) 289-7707,4200 Wesley Club Dr  ,Decatur,30034,GA,United States
ChIJdb3D0kMH9YgRZWLn4N085Kw,Avenue Realty,33.7730373,-84.2855899,(404) 370-0800,627 E College Ave  ,Decatur,30030,GA,United States
ChIJXfSzdD4H9YgRYZRqy8PSskY,Mahogany Real Estate  LLC,33.775135,-84.296071,(404) 461-9824,1 West Court Square  ,Decatur,30030,GA,United States
ChIJ2assdLkH9YgRYDD3RrvSDUY,Toro Properties Rehab LLC,33.8167194,-84.2989407,(404) 486-0579,2209 Spring Creek Rd  ,Decatur,30033,GA,United States
ChIJKSKTZgKo9YgRpyf0WY8ZFtE,Paris & Associates Realty Inc,33.8341157,-84.2688704,(404) 728-0759,1787 Wilsons Crossing Dr  ,Decatur,30033,GA,United States
ChIJm0R0gQAH9YgRyr3LVY1KaZY,Hope Lodge,33.7990064,-84.3095307,(404) 327-9200,1552 Shoup Ct   ,Decatur,30033,GA,United States
